country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year ($) ,gdp_per_capita ($)
Norway,2014,female,5-14 years,1,303487,0.33,Generation Z,"4,99,33,85,34,779",103443
Norway,2015,male,55-74 years,119,544268,21.86,Boomers,"3,86,66,31,39,403",79187
Norway,2015,male,75+ years,32,146511,21.84,Silent,"3,86,66,31,39,403",79187
Norway,2015,male,35-54 years,140,736827,19,Generation X,"3,86,66,31,39,403",79187
Norway,2015,male,25-34 years,64,361373,17.71,Millenials,"3,86,66,31,39,403",79187
Norway,2015,male,15-24 years,43,345115,12.46,Millenials,"3,86,66,31,39,403",79187
Norway,2015,female,55-74 years,62,544131,11.39,Boomers,"3,86,66,31,39,403",79187
Norway,2015,female,25-34 years,31,344788,8.99,Millenials,"3,86,66,31,39,403",79187
Norway,2015,female,35-54 years,61,692881,8.8,Generation X,"3,86,66,31,39,403",79187
Norway,2015,female,75+ years,17,215829,7.88,Silent,"3,86,66,31,39,403",79187
Norway,2015,female,15-24 years,17,325007,5.23,Millenials,"3,86,66,31,39,403",79187
Norway,2015,female,5-14 years,2,305804,0.65,Generation Z,"3,86,66,31,39,403",79187
Norway,2015,male,5-14 years,2,320375,0.62,Generation Z,"3,86,66,31,39,403",79187
Romania,2000,male,35-54 years,978,2865300,34.13,Boomers,"37,43,85,27,800",1758
Romania,2000,male,55-74 years,658,1934900,34.01,Silent,"37,43,85,27,800",1758
Romania,2000,male,75+ years,114,375100,30.39,G.I. Generation,"37,43,85,27,800",1758
Romania,2000,male,25-34 years,364,1851600,19.66,Generation X,"37,43,85,27,800",1758
Romania,2000,female,75+ years,65,623400,10.43,G.I. Generation,"37,43,85,27,800",1758
Romania,2000,male,15-24 years,188,1846000,10.18,Generation X,"37,43,85,27,800",1758
Romania,2000,female,55-74 years,171,2347300,7.28,Silent,"37,43,85,27,800",1758
Romania,2000,female,35-54 years,179,2929500,6.11,Boomers,"37,43,85,27,800",1758
Romania,2000,female,25-34 years,58,1792700,3.24,Generation X,"37,43,85,27,800",1758
Romania,2000,female,15-24 years,32,1771300,1.81,Generation X,"37,43,85,27,800",1758
Romania,2000,male,5-14 years,23,1508100,1.53,Millenials,"37,43,85,27,800",1758
Romania,2000,female,5-14 years,6,1445200,0.42,Millenials,"37,43,85,27,800",1758
Romania,2001,male,35-54 years,1043,2857051,36.51,Boomers,"40,71,68,36,998",1914
Romania,2001,male,75+ years,113,396468,28.5,Silent,"40,71,68,36,998",1914
Romania,2001,male,55-74 years,540,1915525,28.19,Silent,"40,71,68,36,998",1914
Romania,2001,male,25-34 years,371,1931865,19.2,Generation X,"40,71,68,36,998",1914
Romania,2001,male,15-24 years,185,1809255,10.23,Millenials,"40,71,68,36,998",1914
Romania,2001,female,75+ years,54,653462,8.26,Silent,"40,71,68,36,998",1914
Romania,2001,female,55-74 years,178,2329886,7.64,Silent,"40,71,68,36,998",1914
Romania,2001,female,35-54 years,138,2921486,4.72,Boomers,"40,71,68,36,998",1914
Romania,2001,female,25-34 years,36,1868696,1.93,Generation X,"40,71,68,36,998",1914
Romania,2001,male,5-14 years,26,1456471,1.79,Millenials,"40,71,68,36,998",1914
Romania,2001,female,15-24 years,31,1739076,1.78,Millenials,"40,71,68,36,998",1914
Romania,2001,female,5-14 years,5,1393646,0.36,Millenials,"40,71,68,36,998",1914
Romania,2002,male,35-54 years,1138,2808780,40.52,Boomers,"46,17,45,57,556",2231
Romania,2002,male,75+ years,142,404282,35.12,Silent,"46,17,45,57,556",2231
Romania,2002,male,55-74 years,651,1878420,34.66,Silent,"46,17,45,57,556",2231
Romania,2002,male,25-34 years,375,1876794,19.98,Generation X,"46,17,45,57,556",2231
Romania,2002,male,15-24 years,198,1739618,11.38,Millenials,"46,17,45,57,556",2231
Romania,2002,female,75+ years,59,669890,8.81,Silent,"46,17,45,57,556",2231
Romania,2002,female,55-74 years,187,2292484,8.16,Silent,"46,17,45,57,556",2231
Romania,2002,female,35-54 years,175,2875101,6.09,Boomers,"46,17,45,57,556",2231
Romania,2002,female,25-34 years,58,1810431,3.2,Generation X,"46,17,45,57,556",2231
Romania,2002,male,5-14 years,35,1372601,2.55,Millenials,"46,17,45,57,556",2231
Romania,2002,female,15-24 years,38,1659695,2.29,Millenials,"46,17,45,57,556",2231
Romania,2002,female,5-14 years,11,1312484,0.84,Millenials,"46,17,45,57,556",2231
Romania,2003,male,35-54 years,1069,2925320,36.54,Boomers,"59,86,78,01,205",2898
Romania,2003,male,55-74 years,662,1863111,35.53,Silent,"59,86,78,01,205",2898
Romania,2003,male,75+ years,127,421121,30.16,Silent,"59,86,78,01,205",2898
Romania,2003,male,25-34 years,349,1803090,19.36,Generation X,"59,86,78,01,205",2898
Romania,2003,male,15-24 years,157,1733591,9.06,Millenials,"59,86,78,01,205",2898
Romania,2003,female,75+ years,55,692956,7.94,Silent,"59,86,78,01,205",2898
Romania,2003,female,55-74 years,176,2280751,7.72,Silent,"59,86,78,01,205",2898
Romania,2003,female,35-54 years,188,2993019,6.28,Boomers,"59,86,78,01,205",2898
Romania,2003,female,15-24 years,45,1654756,2.72,Millenials,"59,86,78,01,205",2898
Romania,2003,female,25-34 years,36,1733161,2.08,Generation X,"59,86,78,01,205",2898
Romania,2003,male,5-14 years,22,1307126,1.68,Millenials,"59,86,78,01,205",2898
Romania,2003,female,5-14 years,8,1248839,0.64,Millenials,"59,86,78,01,205",2898
Romania,2004,male,55-74 years,646,1874080,34.47,Silent,"76,21,64,41,462",3698
Romania,2004,male,35-54 years,999,2968149,33.66,Boomers,"76,21,64,41,462",3698
Romania,2004,male,75+ years,127,436622,29.09,Silent,"76,21,64,41,462",3698
Romania,2004,male,25-34 years,311,1778966,17.48,Generation X,"76,21,64,41,462",3698
Romania,2004,male,15-24 years,166,1719930,9.65,Millenials,"76,21,64,41,462",3698
Romania,2004,female,75+ years,55,715640,7.69,Silent,"76,21,64,41,462",3698
Romania,2004,female,55-74 years,174,2298125,7.57,Silent,"76,21,64,41,462",3698
Romania,2004,female,35-54 years,130,3030172,4.29,Boomers,"76,21,64,41,462",3698
Romania,2004,female,25-34 years,49,1706579,2.87,Generation X,"76,21,64,41,462",3698
Romania,2004,male,5-14 years,27,1247536,2.16,Millenials,"76,21,64,41,462",3698
Romania,2004,female,15-24 years,33,1644876,2.01,Millenials,"76,21,64,41,462",3698
Romania,2004,female,5-14 years,3,1190092,0.25,Millenials,"76,21,64,41,462",3698
Romania,2005,male,55-74 years,597,1891105,31.57,Silent,"99,69,75,66,668",4847
Romania,2005,male,35-54 years,943,2989109,31.55,Boomers,"99,69,75,66,668",4847
Romania,2005,male,75+ years,135,453633,29.76,Silent,"99,69,75,66,668",4847
Romania,2005,male,25-34 years,289,1771497,16.31,Generation X,"99,69,75,66,668",4847
Romania,2005,female,75+ years,71,740695,9.59,Silent,"99,69,75,66,668",4847
Romania,2005,male,15-24 years,153,1708513,8.96,Millenials,"99,69,75,66,668",4847
Romania,2005,female,55-74 years,187,2321086,8.06,Silent,"99,69,75,66,668",4847
Romania,2005,female,35-54 years,146,3045324,4.79,Boomers,"99,69,75,66,668",4847
Romania,2005,female,25-34 years,34,1693275,2.01,Generation X,"99,69,75,66,668",4847
Romania,2005,female,15-24 years,28,1636907,1.71,Millenials,"99,69,75,66,668",4847
Romania,2005,male,5-14 years,16,1187823,1.35,Millenials,"99,69,75,66,668",4847
Romania,2005,female,5-14 years,4,1130993,0.35,Millenials,"99,69,75,66,668",4847
Romania,2006,male,55-74 years,643,1905129,33.75,Silent,"1,23,53,30,36,668",6018
Romania,2006,male,35-54 years,996,3001835,33.18,Boomers,"1,23,53,30,36,668",6018
Romania,2006,male,75+ years,136,468341,29.04,Silent,"1,23,53,30,36,668",6018
Romania,2006,male,25-34 years,296,1774300,16.68,Generation X,"1,23,53,30,36,668",6018
Romania,2006,male,15-24 years,151,1661481,9.09,Millenials,"1,23,53,30,36,668",6018
Romania,2006,female,75+ years,63,764708,8.24,Silent,"1,23,53,30,36,668",6018
Romania,2006,female,55-74 years,188,2337396,8.04,Silent,"1,23,53,30,36,668",6018
Romania,2006,female,35-54 years,160,3052218,5.24,Boomers,"1,23,53,30,36,668",6018
Romania,2006,female,25-34 years,36,1693804,2.13,Generation X,"1,23,53,30,36,668",6018
Romania,2006,female,15-24 years,33,1591081,2.07,Millenials,"1,23,53,30,36,668",6018
Romania,2006,male,5-14 years,18,1165992,1.54,Millenials,"1,23,53,30,36,668",6018
Romania,2006,female,5-14 years,1,1110276,0.09,Millenials,"1,23,53,30,36,668",6018
Romania,2007,male,55-74 years,596,1916195,31.1,Silent,"1,75,93,36,42,292",8593
Romania,2007,male,75+ years,138,485821,28.41,Silent,"1,75,93,36,42,292",8593
Romania,2007,male,35-54 years,851,3011852,28.26,Boomers,"1,75,93,36,42,292",8593
Romania,2007,male,25-34 years,250,1769266,14.13,Generation X,"1,75,93,36,42,292",8593
Romania,2007,female,75+ years,67,791656,8.46,Silent,"1,75,93,36,42,292",8593
Romania,2007,male,15-24 years,136,1626508,8.36,Millenials,"1,75,93,36,42,292",8593
Romania,2007,female,55-74 years,144,2350957,6.13,Silent,"1,75,93,36,42,292",8593
Romania,2007,female,35-54 years,159,3054484,5.21,Boomers,"1,75,93,36,42,292",8593
Romania,2007,female,25-34 years,45,1686938,2.67,Generation X,"1,75,93,36,42,292",8593
Romania,2007,female,15-24 years,24,1555447,1.54,Millenials,"1,75,93,36,42,292",8593
Romania,2007,male,5-14 years,13,1141212,1.14,Generation Z,"1,75,93,36,42,292",8593
Romania,2007,female,5-14 years,7,1084690,0.65,Generation Z,"1,75,93,36,42,292",8593
Romania,2008,male,55-74 years,604,1933448,31.24,Silent,"2,13,60,50,65,703",10454
Romania,2008,male,75+ years,156,500584,31.16,Silent,"2,13,60,50,65,703",10454
Romania,2008,male,35-54 years,840,3015279,27.86,Boomers,"2,13,60,50,65,703",10454
Romania,2008,male,25-34 years,235,1758439,13.36,Generation X,"2,13,60,50,65,703",10454
Romania,2008,male,15-24 years,174,1594080,10.92,Millenials,"2,13,60,50,65,703",10454
Romania,2008,female,75+ years,63,815912,7.72,Silent,"2,13,60,50,65,703",10454
Romania,2008,female,55-74 years,175,2371605,7.38,Silent,"2,13,60,50,65,703",10454
Romania,2008,female,35-54 years,133,3048866,4.36,Boomers,"2,13,60,50,65,703",10454
Romania,2008,female,25-34 years,38,1674401,2.27,Generation X,"2,13,60,50,65,703",10454
Romania,2008,female,15-24 years,30,1526352,1.97,Millenials,"2,13,60,50,65,703",10454
Romania,2008,male,5-14 years,17,1125707,1.51,Generation Z,"2,13,60,50,65,703",10454
Romania,2008,female,5-14 years,7,1069130,0.65,Generation Z,"2,13,60,50,65,703",10454
Romania,2009,male,55-74 years,646,1946544,33.19,Silent,"1,72,61,18,45,342",8465
Romania,2009,male,75+ years,159,512470,31.03,Silent,"1,72,61,18,45,342",8465
Romania,2009,male,35-54 years,940,3031317,31.01,Boomers,"1,72,61,18,45,342",8465
Romania,2009,male,25-34 years,275,1744278,15.77,Generation X,"1,72,61,18,45,342",8465
Romania,2009,male,15-24 years,163,1556450,10.47,Millenials,"1,72,61,18,45,342",8465
Romania,2009,female,75+ years,53,838699,6.32,Silent,"1,72,61,18,45,342",8465
Romania,2009,female,55-74 years,124,2388417,5.19,Silent,"1,72,61,18,45,342",8465
Romania,2009,female,35-54 years,131,3055180,4.29,Boomers,"1,72,61,18,45,342",8465
Romania,2009,female,15-24 years,39,1491923,2.61,Millenials,"1,72,61,18,45,342",8465
Romania,2009,female,25-34 years,32,1658906,1.93,Generation X,"1,72,61,18,45,342",8465
Romania,2009,male,5-14 years,14,1111827,1.26,Generation Z,"1,72,61,18,45,342",8465
Romania,2009,female,5-14 years,10,1054871,0.95,Generation Z,"1,72,61,18,45,342",8465
Romania,2010,male,55-74 years,704,1977886,35.59,Silent,"1,66,65,83,27,827",8190
Romania,2010,male,35-54 years,995,3038553,32.75,Generation X,"1,66,65,83,27,827",8190
Romania,2010,male,75+ years,154,523244,29.43,Silent,"1,66,65,83,27,827",8190
Romania,2010,male,25-34 years,263,1734890,15.16,Generation X,"1,66,65,83,27,827",8190
Romania,2010,male,15-24 years,177,1495092,11.84,Millenials,"1,66,65,83,27,827",8190
Romania,2010,female,55-74 years,177,2425485,7.3,Silent,"1,66,65,83,27,827",8190
Romania,2010,female,75+ years,59,861006,6.85,Silent,"1,66,65,83,27,827",8190
Romania,2010,female,35-54 years,147,3050480,4.82,Generation X,"1,66,65,83,27,827",8190
Romania,2010,female,15-24 years,38,1433832,2.65,Millenials,"1,66,65,83,27,827",8190
Romania,2010,female,25-34 years,36,1649535,2.18,Generation X,"1,66,65,83,27,827",8190
Romania,2010,male,5-14 years,11,1107850,0.99,Generation Z,"1,66,65,83,27,827",8190
Romania,2010,female,5-14 years,5,1050796,0.48,Generation Z,"1,66,65,83,27,827",8190
Romania,2011,male,55-74 years,668,2000334,33.39,Boomers,"1,84,36,73,81,749",9086
Romania,2011,male,35-54 years,896,3050462,29.37,Generation X,"1,84,36,73,81,749",9086
Romania,2011,male,75+ years,143,534670,26.75,Silent,"1,84,36,73,81,749",9086
Romania,2011,male,25-34 years,233,1719127,13.55,Millenials,"1,84,36,73,81,749",9086
Romania,2011,male,15-24 years,186,1438023,12.93,Millenials,"1,84,36,73,81,749",9086
Romania,2011,female,75+ years,62,884450,7.01,Silent,"1,84,36,73,81,749",9086
Romania,2011,female,55-74 years,152,2450665,6.2,Boomers,"1,84,36,73,81,749",9086
Romania,2011,female,35-54 years,117,3048485,3.84,Generation X,"1,84,36,73,81,749",9086
Romania,2011,female,15-24 years,30,1379354,2.17,Millenials,"1,84,36,73,81,749",9086
Romania,2011,female,25-34 years,30,1635487,1.83,Millenials,"1,84,36,73,81,749",9086
Romania,2011,male,5-14 years,16,1104004,1.45,Generation Z,"1,84,36,73,81,749",9086
Romania,2011,female,5-14 years,3,1046640,0.29,Generation Z,"1,84,36,73,81,749",9086
Romania,2012,male,55-74 years,667,2037178,32.74,Boomers,"1,71,66,46,38,717",9015
Romania,2012,male,35-54 years,903,2880956,31.34,Generation X,"1,71,66,46,38,717",9015
Romania,2012,male,75+ years,152,549396,27.67,Silent,"1,71,66,46,38,717",9015
Romania,2012,male,25-34 years,253,1438391,17.59,Millenials,"1,71,66,46,38,717",9015
Romania,2012,male,15-24 years,156,1240383,12.58,Millenials,"1,71,66,46,38,717",9015
Romania,2012,female,55-74 years,135,2465486,5.48,Boomers,"1,71,66,46,38,717",9015
Romania,2012,female,75+ years,42,927366,4.53,Silent,"1,71,66,46,38,717",9015
Romania,2012,female,35-54 years,112,2816257,3.98,Generation X,"1,71,66,46,38,717",9015
Romania,2012,female,25-34 years,32,1373925,2.33,Millenials,"1,71,66,46,38,717",9015
Romania,2012,female,15-24 years,27,1168598,2.31,Millenials,"1,71,66,46,38,717",9015
Romania,2012,male,5-14 years,11,1100497,1,Generation Z,"1,71,66,46,38,717",9015
Romania,2012,female,5-14 years,5,1043161,0.48,Generation Z,"1,71,66,46,38,717",9015
Romania,2013,male,55-74 years,676,2052427,32.94,Boomers,"1,91,54,90,24,911",10080
Romania,2013,male,35-54 years,830,2902422,28.6,Generation X,"1,91,54,90,24,911",10080
Romania,2013,male,75+ years,158,561583,28.13,Silent,"1,91,54,90,24,911",10080
Romania,2013,male,25-34 years,237,1438227,16.48,Millenials,"1,91,54,90,24,911",10080
Romania,2013,male,15-24 years,134,1198610,11.18,Millenials,"1,91,54,90,24,911",10080
Romania,2013,female,75+ years,53,952420,5.56,Silent,"1,91,54,90,24,911",10080
Romania,2013,female,55-74 years,135,2471792,5.46,Boomers,"1,91,54,90,24,911",10080
Romania,2013,female,35-54 years,119,2811283,4.23,Generation X,"1,91,54,90,24,911",10080
Romania,2013,female,25-34 years,29,1355015,2.14,Millenials,"1,91,54,90,24,911",10080
Romania,2013,female,15-24 years,22,1124343,1.96,Millenials,"1,91,54,90,24,911",10080
Romania,2013,male,5-14 years,8,1096591,0.73,Generation Z,"1,91,54,90,24,911",10080
Romania,2013,female,5-14 years,6,1038632,0.58,Generation Z,"1,91,54,90,24,911",10080
Romania,2014,male,55-74 years,644,2061013,31.25,Boomers,"1,99,49,34,90,983",10526
Romania,2014,male,75+ years,172,572374,30.05,Silent,"1,99,49,34,90,983",10526
Romania,2014,male,35-54 years,705,2917749,24.16,Generation X,"1,99,49,34,90,983",10526
Romania,2014,male,25-34 years,230,1430960,16.07,Millenials,"1,99,49,34,90,983",10526
Romania,2014,male,15-24 years,125,1158355,10.79,Millenials,"1,99,49,34,90,983",10526
Romania,2014,female,75+ years,58,976072,5.94,Silent,"1,99,49,34,90,983",10526
Romania,2014,female,55-74 years,138,2470673,5.59,Boomers,"1,99,49,34,90,983",10526
Romania,2014,female,35-54 years,91,2812215,3.24,Generation X,"1,99,49,34,90,983",10526
Romania,2014,female,25-34 years,18,1335635,1.35,Millenials,"1,99,49,34,90,983",10526
Romania,2014,female,15-24 years,14,1087344,1.29,Millenials,"1,99,49,34,90,983",10526
Romania,2014,male,5-14 years,11,1094389,1.01,Generation Z,"1,99,49,34,90,983",10526
Romania,2014,female,5-14 years,3,1035456,0.29,Generation Z,"1,99,49,34,90,983",10526
Romania,2015,male,75+ years,189,578683,32.66,Silent,"1,77,91,11,01,680",9431
Romania,2015,male,55-74 years,631,2065830,30.54,Boomers,"1,77,91,11,01,680",9431
Romania,2015,male,35-54 years,734,2931496,25.04,Generation X,"1,77,91,11,01,680",9431
Romania,2015,male,25-34 years,198,1398510,14.16,Millenials,"1,77,91,11,01,680",9431
Romania,2015,male,15-24 years,123,1126484,10.92,Millenials,"1,77,91,11,01,680",9431
Romania,2015,female,75+ years,66,991307,6.66,Silent,"1,77,91,11,01,680",9431
Romania,2015,female,55-74 years,129,2467460,5.23,Boomers,"1,77,91,11,01,680",9431
Romania,2015,female,35-54 years,104,2818504,3.69,Generation X,"1,77,91,11,01,680",9431
Romania,2015,female,25-34 years,24,1307443,1.84,Millenials,"1,77,91,11,01,680",9431
Romania,2015,female,15-24 years,15,1060311,1.41,Millenials,"1,77,91,11,01,680",9431
Romania,2015,male,5-14 years,11,1088177,1.01,Generation Z,"1,77,91,11,01,680",9431
Romania,2015,female,5-14 years,4,1029722,0.39,Generation Z,"1,77,91,11,01,680",9431
Romania,2016,male,55-74 years,615,2068747,29.73,Boomers,"1,87,80,59,22,349",10020
Romania,2016,male,75+ years,171,579838,29.49,Silent,"1,87,80,59,22,349",10020
Romania,2016,male,35-54 years,632,2945568,21.46,Generation X,"1,87,80,59,22,349",10020
Romania,2016,male,25-34 years,134,1359178,9.86,Millenials,"1,87,80,59,22,349",10020
Romania,2016,male,15-24 years,91,1101638,8.26,Millenials,"1,87,80,59,22,349",10020
Romania,2016,female,75+ years,61,997868,6.11,Silent,"1,87,80,59,22,349",10020
Romania,2016,female,55-74 years,112,2462909,4.55,Boomers,"1,87,80,59,22,349",10020
Romania,2016,female,35-54 years,96,2823207,3.4,Generation X,"1,87,80,59,22,349",10020
Romania,2016,female,25-34 years,27,1264645,2.13,Millenials,"1,87,80,59,22,349",10020
Romania,2016,female,15-24 years,14,1041307,1.34,Millenials,"1,87,80,59,22,349",10020
Russian Federation,2000,male,35-54 years,21063,21378098,98.53,Boomers,"2,59,70,84,96,267",1879
Russian Federation,2000,male,55-74 years,9656,10282841,93.9,Silent,"2,59,70,84,96,267",1879
Russian Federation,2000,male,25-34 years,8654,10025181,86.32,Generation X,"2,59,70,84,96,267",1879
Russian Federation,2000,male,75+ years,1165,1380292,84.4,G.I. Generation,"2,59,70,84,96,267",1879
Russian Federation,2000,male,15-24 years,6578,11393600,57.73,Generation X,"2,59,70,84,96,267",1879
Russian Federation,2000,female,75+ years,1382,4729070,29.22,G.I. Generation,"2,59,70,84,96,267",1879
Russian Federation,2000,female,55-74 years,2646,15887955,16.65,Silent,"2,59,70,84,96,267",1879
Russian Federation,2000,female,35-54 years,2926,22830770,12.82,Boomers,"2,59,70,84,96,267",1879
Russian Federation,2000,female,25-34 years,1027,9648389,10.64,Generation X,"2,59,70,84,96,267",1879
Russian Federation,2000,female,15-24 years,1015,11120027,9.13,Generation X,"2,59,70,84,96,267",1879
Russian Federation,2000,male,5-14 years,404,9986252,4.05,Millenials,"2,59,70,84,96,267",1879
Russian Federation,2000,female,5-14 years,103,9543220,1.08,Millenials,"2,59,70,84,96,267",1879
Russian Federation,2001,male,35-54 years,21262,21476420,99,Boomers,"3,06,60,26,73,980",2229
Russian Federation,2001,male,55-74 years,9234,10030533,92.06,Silent,"3,06,60,26,73,980",2229
Russian Federation,2001,male,25-34 years,8886,10078045,88.17,Generation X,"3,06,60,26,73,980",2229
Russian Federation,2001,male,75+ years,1236,1485110,83.23,Silent,"3,06,60,26,73,980",2229
Russian Federation,2001,male,15-24 years,6945,11547645,60.14,Millenials,"3,06,60,26,73,980",2229
Russian Federation,2001,female,75+ years,1349,4919708,27.42,Silent,"3,06,60,26,73,980",2229
Russian Federation,2001,female,55-74 years,2471,15506563,15.94,Silent,"3,06,60,26,73,980",2229
Russian Federation,2001,female,35-54 years,2920,23046634,12.67,Boomers,"3,06,60,26,73,980",2229
Russian Federation,2001,female,25-34 years,1087,9733290,11.17,Generation X,"3,06,60,26,73,980",2229
Russian Federation,2001,female,15-24 years,1065,11270161,9.45,Millenials,"3,06,60,26,73,980",2229
Russian Federation,2001,male,5-14 years,389,9428879,4.13,Millenials,"3,06,60,26,73,980",2229
Russian Federation,2001,female,5-14 years,114,8998521,1.27,Millenials,"3,06,60,26,73,980",2229
Russian Federation,2002,male,35-54 years,20119,21320535,94.36,Boomers,"3,45,11,04,38,692",2527
Russian Federation,2002,male,55-74 years,8850,9892090,89.47,Silent,"3,45,11,04,38,692",2527
Russian Federation,2002,male,25-34 years,8696,10156286,85.62,Generation X,"3,45,11,04,38,692",2527
Russian Federation,2002,male,75+ years,1297,1622258,79.95,Silent,"3,45,11,04,38,692",2527
Russian Federation,2002,male,15-24 years,6667,11714752,56.91,Millenials,"3,45,11,04,38,692",2527
Russian Federation,2002,female,75+ years,1452,5126645,28.32,Silent,"3,45,11,04,38,692",2527
Russian Federation,2002,female,55-74 years,2472,15292297,16.17,Silent,"3,45,11,04,38,692",2527
Russian Federation,2002,female,35-54 years,2910,22995821,12.65,Boomers,"3,45,11,04,38,692",2527
Russian Federation,2002,female,25-34 years,1086,9838656,11.04,Generation X,"3,45,11,04,38,692",2527
Russian Federation,2002,female,15-24 years,1054,11425220,9.23,Millenials,"3,45,11,04,38,692",2527
Russian Federation,2002,male,5-14 years,338,8810074,3.84,Millenials,"3,45,11,04,38,692",2527
Russian Federation,2002,female,5-14 years,83,8396266,0.99,Millenials,"3,45,11,04,38,692",2527
Russian Federation,2003,male,75+ years,1497,1648684,90.8,Silent,"4,30,34,77,70,732",3141
Russian Federation,2003,male,35-54 years,18681,21007346,88.93,Boomers,"4,30,34,77,70,732",3141
Russian Federation,2003,male,55-74 years,8314,9920853,83.8,Silent,"4,30,34,77,70,732",3141
Russian Federation,2003,male,25-34 years,8085,10260634,78.8,Generation X,"4,30,34,77,70,732",3141
Russian Federation,2003,male,15-24 years,6134,12256012,50.05,Millenials,"4,30,34,77,70,732",3141
Russian Federation,2003,female,75+ years,1420,5170321,27.46,Silent,"4,30,34,77,70,732",3141
Russian Federation,2003,female,55-74 years,2214,15243314,14.52,Silent,"4,30,34,77,70,732",3141
Russian Federation,2003,female,35-54 years,2718,23024470,11.8,Boomers,"4,30,34,77,70,732",3141
Russian Federation,2003,female,25-34 years,1050,10257511,10.24,Generation X,"4,30,34,77,70,732",3141
Russian Federation,2003,female,15-24 years,969,11942216,8.11,Millenials,"4,30,34,77,70,732",3141
Russian Federation,2003,male,5-14 years,284,8328381,3.41,Millenials,"4,30,34,77,70,732",3141
Russian Federation,2003,female,5-14 years,79,7960126,0.99,Millenials,"4,30,34,77,70,732",3141
Russian Federation,2004,male,75+ years,1580,1776778,88.93,Silent,"5,91,01,66,90,743",4312
Russian Federation,2004,male,35-54 years,17465,20843896,83.79,Boomers,"5,91,01,66,90,743",4312
Russian Federation,2004,male,55-74 years,7715,9924764,77.73,Silent,"5,91,01,66,90,743",4312
Russian Federation,2004,male,25-34 years,7955,10461766,76.04,Generation X,"5,91,01,66,90,743",4312
Russian Federation,2004,male,15-24 years,5891,12425537,47.41,Millenials,"5,91,01,66,90,743",4312
Russian Federation,2004,female,75+ years,1398,5370057,26.03,Silent,"5,91,01,66,90,743",4312
Russian Federation,2004,female,55-74 years,2029,15236313,13.32,Silent,"5,91,01,66,90,743",4312
Russian Federation,2004,female,35-54 years,2668,22956701,11.62,Boomers,"5,91,01,66,90,743",4312
Russian Federation,2004,female,25-34 years,1042,10494419,9.93,Generation X,"5,91,01,66,90,743",4312
Russian Federation,2004,female,15-24 years,992,12088752,8.21,Millenials,"5,91,01,66,90,743",4312
Russian Federation,2004,male,5-14 years,288,7919935,3.64,Millenials,"5,91,01,66,90,743",4312
Russian Federation,2004,female,5-14 years,73,7572781,0.96,Millenials,"5,91,01,66,90,743",4312
Russian Federation,2005,male,75+ years,1599,1885942,84.79,Silent,"7,64,01,71,07,992",5611
Russian Federation,2005,male,35-54 years,15843,20550405,77.09,Boomers,"7,64,01,71,07,992",5611
Russian Federation,2005,male,25-34 years,7796,10578048,73.7,Generation X,"7,64,01,71,07,992",5611
Russian Federation,2005,male,55-74 years,7144,9977150,71.6,Silent,"7,64,01,71,07,992",5611
Russian Federation,2005,male,15-24 years,5750,12357989,46.53,Millenials,"7,64,01,71,07,992",5611
Russian Federation,2005,female,75+ years,1304,5535287,23.56,Silent,"7,64,01,71,07,992",5611
Russian Federation,2005,female,55-74 years,1884,15297324,12.32,Silent,"7,64,01,71,07,992",5611
Russian Federation,2005,female,35-54 years,2311,22722081,10.17,Boomers,"7,64,01,71,07,992",5611
Russian Federation,2005,female,25-34 years,992,10640505,9.32,Generation X,"7,64,01,71,07,992",5611
Russian Federation,2005,female,15-24 years,904,12011488,7.53,Millenials,"7,64,01,71,07,992",5611
Russian Federation,2005,male,5-14 years,206,7467908,2.76,Millenials,"7,64,01,71,07,992",5611
Russian Federation,2005,female,5-14 years,69,7138064,0.97,Millenials,"7,64,01,71,07,992",5611
Russian Federation,2006,male,75+ years,1701,1966649,86.49,Silent,"9,89,93,05,42,279",7313
Russian Federation,2006,male,25-34 years,7584,10691395,70.94,Generation X,"9,89,93,05,42,279",7313
Russian Federation,2006,male,35-54 years,14020,20336306,68.94,Boomers,"9,89,93,05,42,279",7313
Russian Federation,2006,male,55-74 years,6562,10054153,65.27,Silent,"9,89,93,05,42,279",7313
Russian Federation,2006,male,15-24 years,5319,12174930,43.69,Millenials,"9,89,93,05,42,279",7313
Russian Federation,2006,female,75+ years,1401,5646287,24.81,Silent,"9,89,93,05,42,279",7313
Russian Federation,2006,female,55-74 years,1719,15405634,11.16,Silent,"9,89,93,05,42,279",7313
Russian Federation,2006,female,35-54 years,2189,22545749,9.71,Boomers,"9,89,93,05,42,279",7313
Russian Federation,2006,female,25-34 years,974,10784340,9.03,Generation X,"9,89,93,05,42,279",7313
Russian Federation,2006,female,15-24 years,869,11819245,7.35,Millenials,"9,89,93,05,42,279",7313
Russian Federation,2006,male,5-14 years,201,7123987,2.82,Millenials,"9,89,93,05,42,279",7313
Russian Federation,2006,female,5-14 years,75,6808787,1.1,Millenials,"9,89,93,05,42,279",7313
Russian Federation,2007,male,75+ years,1660,2015773,82.35,Silent,"12,99,70,52,47,686",9643
Russian Federation,2007,male,25-34 years,7483,10843276,69.01,Generation X,"12,99,70,52,47,686",9643
Russian Federation,2007,male,35-54 years,13065,20173873,64.76,Boomers,"12,99,70,52,47,686",9643
